"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"97";"2025-10-02 19:34:20";"Push";"3582";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Incline Bench Press (Dumbbell)";"3";"49.89512";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Chest Press (Machine)";"1";"63.3";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Chest Press (Machine)";"2";"65.6";"11";"";"";"";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Chest Press (Machine)";"3";"65.6";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Seated Overhead Press (Dumbbell)";"1";"31.75144";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Seated Overhead Press (Dumbbell)";"2";"31.75144";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Seated Overhead Press (Dumbbell)";"3";"31.75144";"7";"";"";"";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Lateral Raise (Cable)";"1";"13.6077711";"13";"";"";"";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Lateral Raise (Cable)";"2";"13.6077711";"13";"";"";"";"";"Chest, Shoulders, Triceps"
"97";"2025-10-02 19:34:20";"Push";"3582";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Seated Row (Machine)";"W";"45.3592";"16";"";"";"";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Seated Row (Machine)";"W";"63.50288";"6";"";"";"";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Seated Row (Machine)";"1";"77.11064";"12";"";"";"";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Seated Row (Machine)";"2";"81.64656";"12";"";"";"";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Seated Row (Machine)";"3";"86.18248";"9";"";"";"";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Bent Over One Arm Row (Dumbbell)";"1";"27.215519999999998";"12";"";"";"";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Bent Over One Arm Row (Dumbbell)";"2";"29.48348";"12";"";"";"";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Bent Over One Arm Row (Dumbbell)";"3";"31.75144";"12";"";"";"";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Rear Delt Fly";"1";"72.57472";"12";"";"";"";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Rear Delt Fly";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Rear Delt Fly";"2";"77.11064";"13";"";"";"";"";"Back, Biceps, Core"
"98";"2025-10-05 14:16:36";"Pull 1";"3668";"Rear Delt Fly";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"99";"2025-10-06 15:22:48";"Push";"3545";"Incline Bench Press (Dumbbell)";"W";"22.6796185";"16";"";"";"";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Incline Bench Press (Dumbbell)";"W";"36.28736";"5";"";"";"";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Incline Bench Press (Dumbbell)";"1";"45.359237";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Incline Bench Press (Dumbbell)";"2";"49.89512";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Incline Bench Press (Dumbbell)";"3";"49.89512";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Chest Press (Machine)";"1";"65.6";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Chest Press (Machine)";"2";"68.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Chest Press (Machine)";"3";"68.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Seated Overhead Press (Dumbbell)";"1";"31.75144";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Seated Overhead Press (Dumbbell)";"2";"31.75144";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Seated Overhead Press (Dumbbell)";"3";"31.75144";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Chest Fly";"1";"81.6466266";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Chest Fly";"Rest Timer";"";"";"";"";"140.0";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Chest Fly";"2";"86.18248";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"99";"2025-10-06 15:22:48";"Push";"3545";"Chest Fly";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Seated Row (Machine)";"W";"45.3592";"16";"";"";"";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Seated Row (Machine)";"W";"63.50288";"6";"";"";"";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Seated Row (Machine)";"1";"81.64656";"12";"";"";"";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Seated Row (Machine)";"2";"86.18248";"12";"";"";"";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Seated Row (Machine)";"3";"90.7184";"10";"";"";"";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Lat Pulldown - Wide Grip (Cable)";"1";"65.6";"12";"";"";"";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Lat Pulldown - Wide Grip (Cable)";"2";"68.0";"12";"";"";"";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Lat Pulldown - Wide Grip (Cable)";"3";"75.0";"9";"";"";"";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Bent Over One Arm Row (Dumbbell)";"1";"29.48348";"11";"";"";"";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Bent Over One Arm Row (Dumbbell)";"2";"29.48348";"11";"";"";"";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Incline Curl (Dumbbell)";"1";"18.14368";"12";"";"";"";"";"Back, Biceps, Core"
"100";"2025-10-07 18:05:30";"Pull 1";"3872";"Incline Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";"Back, Biceps, Core"
"101";"2025-10-08 15:00:01";"Push";"3038";"Incline Bench Press (Dumbbell)";"W";"22.6796185";"16";"";"";"";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Incline Bench Press (Dumbbell)";"W";"36.28736";"6";"";"";"";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Incline Bench Press (Dumbbell)";"1";"49.89512";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Incline Bench Press (Dumbbell)";"2";"54.431039999999996";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Incline Bench Press (Dumbbell)";"3";"54.431039999999996";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Chest Press (Machine)";"1";"68.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Chest Press (Machine)";"2";"70.3";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Chest Press (Machine)";"3";"70.3";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Seated Overhead Press (Dumbbell)";"1";"31.75144";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Seated Overhead Press (Dumbbell)";"2";"31.75144";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Seated Overhead Press (Dumbbell)";"3";"31.75144";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"101";"2025-10-08 15:00:01";"Push";"3038";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Seated Row (Machine)";"W";"45.3592";"16";"";"";"";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Seated Row (Machine)";"W";"63.50288";"6";"";"";"";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Seated Row (Machine)";"1";"86.18248";"12";"";"";"";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Seated Row (Machine)";"2";"90.7184";"12";"";"";"";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Seated Row (Machine)";"3";"95.25431999999999";"9";"";"";"";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Bent Over One Arm Row (Dumbbell)";"1";"29.48348";"12";"";"";"";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Bent Over One Arm Row (Dumbbell)";"2";"31.75144";"12";"";"";"";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Bent Over One Arm Row (Dumbbell)";"3";"34.0194";"10";"";"";"";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Lat Pulldown - Wide Grip (Cable)";"1";"68.0";"12";"";"";"";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Lat Pulldown - Wide Grip (Cable)";"2";"75.0";"10";"";"";"";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Lat Pulldown - Wide Grip (Cable)";"3";"75.0";"9";"";"";"";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Incline Curl (Dumbbell)";"1";"18.14368";"12";"";"";"";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Incline Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Incline Curl (Dumbbell)";"2";"22.6796";"10";"";"";"";"";"Back, Biceps, Core"
"102";"2025-10-10 11:51:38";"Pull 1";"4465";"Incline Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";"Back, Biceps, Core"
"103";"2025-10-11 15:17:53";"Push";"3435";"Incline Bench Press (Dumbbell)";"W";"22.6796185";"16";"";"";"";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Incline Bench Press (Dumbbell)";"W";"36.28736";"6";"";"";"";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Incline Bench Press (Dumbbell)";"1";"49.89512";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Incline Bench Press (Dumbbell)";"2";"54.431039999999996";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Incline Bench Press (Dumbbell)";"3";"54.431039999999996";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Chest Press (Machine)";"1";"70.3";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Chest Press (Machine)";"2";"74.0";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Chest Press (Machine)";"3";"74.0";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Seated Overhead Press (Dumbbell)";"1";"31.75144";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Seated Overhead Press (Dumbbell)";"2";"31.75144";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Seated Overhead Press (Dumbbell)";"3";"31.75144";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Chest Fly";"1";"86.18248";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Chest Fly";"Rest Timer";"";"";"";"";"140.0";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Chest Fly";"2";"86.18248";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"103";"2025-10-11 15:17:53";"Push";"3435";"Chest Fly";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Seated Row (Machine)";"W";"45.3592";"16";"";"";"";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Seated Row (Machine)";"W";"63.50288";"6";"";"";"";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Seated Row (Machine)";"1";"90.7184";"12";"";"";"";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Seated Row (Machine)";"2";"95.25431999999999";"9";"";"";"";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Seated Row (Machine)";"3";"95.25431999999999";"9";"";"";"";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Bent Over One Arm Row (Dumbbell)";"1";"31.75144";"12";"";"";"";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Bent Over One Arm Row (Dumbbell)";"2";"34.0194";"9";"";"";"";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Bent Over One Arm Row (Dumbbell)";"3";"34.0194";"9";"";"";"";"";"Back, Biceps, Core"
