"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"68";"2025-05-28 10:41:55";"Push";"4315";"Overhead Press (Smith Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Bench Press (Barbell)";"1";"20.0";"20";"";"";"";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"105.0";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Bench Press (Barbell)";"2";"41.28";"12";"";"";"";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"105.0";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Bench Press (Barbell)";"3";"52.0";"8";"";"";"";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"105.0";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Bench Press (Barbell)";"4";"52.0";"8";"";"";"";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"105.0";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Incline Bench Press (Dumbbell)";"Note";"";"";"";"";"";"X2 donc 80=40 par main";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Incline Bench Press (Dumbbell)";"W";"36.287389600000004";"8";"";"";"";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Incline Bench Press (Dumbbell)";"W";"36.287389600000004";"6";"";"";"";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"80.0";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Incline Bench Press (Dumbbell)";"1";"36.287389600000004";"6";"";"";"";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Incline Bench Press (Dumbbell)";"2";"36.287389600000004";"6";"";"";"";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Incline Bench Press (Dumbbell)";"3";"36.287389600000004";"6";"";"";"";"";""
"69";"2025-07-19 15:35:59";"Afternoon Workout";"17472";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";""
"70";"2025-07-23 17:19:59";"Push";"5202";"Chest Press (Machine)";"Note";"";"";"";"";"";"Ajd en bench press sur le squat cage classique";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Chest Press (Machine)";"W";"44.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Chest Press (Machine)";"1";"94.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Chest Press (Machine)";"2";"114.0";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Chest Press (Machine)";"3";"114.0";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Incline Bench Press (Dumbbell)";"W";"22.6796185";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Incline Bench Press (Dumbbell)";"1";"36.287389600000004";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Incline Bench Press (Dumbbell)";"2";"36.287389600000004";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Incline Bench Press (Dumbbell)";"3";"36.287389600000004";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Chest Fly";"1";"81.6466266";"5";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Chest Fly";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Chest Fly";"2";"68.0388555";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Chest Fly";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Chest Fly";"3";"54.4310844";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Chest Fly";"Rest Timer";"";"";"";"";"95.0";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Lateral Raise (Cable)";"1";"9.071847400000001";"20";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Lateral Raise (Cable)";"2";"13.6077711";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Lateral Raise (Cable)";"3";"13.6077711";"7";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Triceps Extension (Cable)";"1";"9.071847400000001";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Triceps Extension (Cable)";"2";"9.071847400000001";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"70";"2025-07-23 17:19:59";"Push";"5202";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Lat Pulldown - Wide Grip (Cable)";"W";"55.0";"12";"";"";"";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Lat Pulldown - Wide Grip (Cable)";"1";"61.0";"12";"";"";"";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Lat Pulldown - Wide Grip (Cable)";"2";"61.0";"7";"";"";"";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Lat Pulldown - Wide Grip (Cable)";"3";"61.0";"8";"";"";"";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Seated Row (Machine)";"1";"49.895160700000005";"12";"";"";"";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Seated Row (Machine)";"2";"54.4310844";"12";"";"";"";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Seated Row (Machine)";"3";"58.9670081";"12";"";"";"";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Bent Over One Arm Row (Dumbbell)";"1";"18.143694800000002";"12";"";"";"";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Bent Over One Arm Row (Dumbbell)";"2";"20.41165665";"8";"";"";"";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Bent Over One Arm Row (Dumbbell)";"3";"20.41165665";"7";"";"";"";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Bicep Curl (Cable)";"1";"20.41165665";"12";"";"";"";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Bicep Curl (Cable)";"2";"20.41165665";"15";"";"";"";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Bicep Curl (Cable)";"3";"20.41165665";"16";"";"";"";"";"Back, Biceps, Core"
"71";"2025-07-24 16:55:43";"Pull 1";"3602";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"72";"2025-07-27 14:18:51";"Push";"5261";"Chest Press (Machine)";"W";"41.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Chest Press (Machine)";"1";"55.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Chest Press (Machine)";"2";"61.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Chest Press (Machine)";"3";"61.0";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Incline Bench Press (Dumbbell)";"1";"36.287389600000004";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Incline Bench Press (Dumbbell)";"2";"36.287389600000004";"13";"";"";"";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Incline Bench Press (Dumbbell)";"3";"40.8233133";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Chest Fly";"1";"47.62719885";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Chest Fly";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Chest Fly";"2";"54.4310844";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Chest Fly";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Chest Fly";"3";"54.4310844";"13";"";"";"";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Chest Fly";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Lateral Raise (Cable)";"1";"9.071847400000001";"20";"";"";"";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Lateral Raise (Cable)";"2";"11.33980925";"15";"";"";"";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Triceps Extension (Cable)";"1";"11.33980925";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Triceps Extension (Cable)";"2";"11.33980925";"6";"";"";"";"";"Chest, Shoulders, Triceps"
"72";"2025-07-27 14:18:51";"Push";"5261";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Seated Row (Machine)";"W";"45.359237";"20";"";"";"";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Seated Row (Machine)";"1";"54.4310844";"12";"";"";"";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Seated Row (Machine)";"2";"58.9670081";"12";"";"";"";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Seated Row (Machine)";"3";"63.502931800000006";"12";"";"";"";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Lat Pulldown - Wide Grip (Cable)";"1";"61.0";"8";"";"";"";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Lat Pulldown - Wide Grip (Cable)";"2";"55.0";"12";"";"";"";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Lat Pulldown - Wide Grip (Cable)";"3";"57.3";"10";"";"";"";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Bent Over One Arm Row (Dumbbell)";"1";"18.143694800000002";"12";"";"";"";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Bent Over One Arm Row (Dumbbell)";"2";"20.41165665";"12";"";"";"";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Bicep Curl (Cable)";"1";"20.41165665";"20";"";"";"";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Bicep Curl (Cable)";"2";"22.6796185";"16";"";"";"";"";"Back, Biceps, Core"
"73";"2025-07-28 18:08:02";"Pull 1";"3305";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"74";"2025-07-30 14:23:13";"Push";"4617";"Incline Bench Press (Dumbbell)";"W";"22.6796185";"20";"";"";"";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Incline Bench Press (Dumbbell)";"W";"27.2155422";"6";"";"";"";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Incline Bench Press (Dumbbell)";"1";"36.287389600000004";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Incline Bench Press (Dumbbell)";"2";"40.8233133";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Incline Bench Press (Dumbbell)";"3";"45.359237";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Chest Press (Machine)";"1";"61.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Chest Press (Machine)";"2";"61.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Chest Press (Machine)";"3";"61.0";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Lateral Raise (Cable)";"1";"11.33980925";"16";"";"";"";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Lateral Raise (Cable)";"2";"13.6077711";"13";"";"";"";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Lateral Raise (Cable)";"3";"13.6077711";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Triceps Extension (Cable)";"1";"11.33980925";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Triceps Extension (Cable)";"2";"13.6077711";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Triceps Extension (Cable)";"3";"13.6077711";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"74";"2025-07-30 14:23:13";"Push";"4617";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Lat Pulldown - Wide Grip (Cable)";"W";"48.0";"12";"";"";"";"";"Back, Biceps, Core"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Lat Pulldown - Wide Grip (Cable)";"1";"55.0";"12";"";"";"";"";"Back, Biceps, Core"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Lat Pulldown - Wide Grip (Cable)";"2";"61.0";"12";"";"";"";"";"Back, Biceps, Core"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Lat Pulldown - Wide Grip (Cable)";"3";"61.0";"8";"";"";"";"";"Back, Biceps, Core"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Seated Row (Machine)";"1";"58.9670081";"12";"";"";"";"";"Back, Biceps, Core"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Seated Row (Machine)";"2";"63.502931800000006";"12";"";"";"";"";"Back, Biceps, Core"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Seated Row (Machine)";"3";"68.0388555";"12";"";"";"";"";"Back, Biceps, Core"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Bent Over One Arm Row (Dumbbell)";"1";"18.143694800000002";"12";"";"";"";"";"Back, Biceps, Core"
"75";"2025-07-31 16:25:49";"Pull 1";"4562";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
